Brand,Model,Year,Color,fuelType,gearType,engineSize,Mileage,Region,Price
nissan,pathfinder,2005,white,gas,automatic,3.5,300000.0,riyadh,12000
toyota,camry,2001,gray,gas,manual,2.5,439000.0,eastern,12000
ford,muang,2001,white,gas,automatic,3.8,163000.0,eastern,12000
nissan,maxima,2002,white,gas,automatic,3.0,340000.0,makkah,12000
nissan,altima,2006,brown,gas,automatic,2.5,392000.0,riyadh,12000
chevrolet,optra,2006,red,gas,automatic,1.6,241000.0,madinah,12000
toyota,previa,2002,green,gas,automatic,2.9,30923.0,riyadh,12000
ford,expedition,2006,gray,gas,automatic,5.4,200000.0,madinah,12000
nissan,maxima,2000,gray,gas,manual,3.5,400000.0,makkah,12500
gmc,sierra,2002,white,gas,manual,1.4,252000.0,makkah,12500
nissan,x-trail,2006,white,gas,automatic,2.5,238000.0,eastern,13000
nissan,pathfinder,2006,blue,gas,automatic,3.5,300000.0,riyadh,13000
hyundai,elantra,2011,white,gas,manual,2.0,300000.0,najran,13000
chevrolet,tahoe,2003,white,gas,automatic,5.3,488000.0,makkah,13000
ford,crown victoria,2003,white,gas,automatic,4.6,500000.0,aseer,13000
gmc,suburban,1995,green,gas,automatic,5.3,215000.0,riyadh,13000
toyota,camry,2005,black,gas,automatic,2.5,437000.0,qassim,13000
ford,crown victoria,2008,yellow,gas,automatic,4.6,210000.0,riyadh,13000
hyundai,elantra,2007,gray,gas,manual,1.6,191700.0,makkah,13000
toyota,yaris,2010,gray,gas,manual,1.3,350000.0,makkah,13000
chevrolet,aveo,2014,gray,gas,automatic,1.6,88000.0,eastern,13000
toyota,hilux,1997,white,gas,manual,2.7,30000.0,madinah,13000
ford,crown victoria,1995,green,gas,automatic,4.6,180000.0,aseer,13000
chevrolet,trailblazer,2005,blue,gas,automatic,2.0,213000.0,aseer,13500
chevrolet,tahoe,2005,black,gas,automatic,7.9,404846.0,eastern,13500
kia,cerato,2010,gray,gas,automatic,1.6,293300.0,makkah,13500
ford,focus,2013,gray,gas,automatic,1.6,145000.0,riyadh,14000
hyundai,accent,2011,white,gas,automatic,1.8,285205.0,madinah,14000
nissan,pathfinder,2001,gray,gas,automatic,2.7,546473.0,madinah,14000
toyota,camry,2002,green,gas,manual,2.4,450000.0,najran,14000
toyota,land cruiser,1983,brown,gas,manual,3.8,300000.0,eastern,14000
toyota,yaris,2011,green,gas,automatic,1.3,300500.0,aseer,14000
chevrolet,trailblazer,2005,gray,gas,automatic,3.6,150000.0,eastern,14000
gmc,suburban,2006,yellow,gas,automatic,5.2,500000.0,makkah,14000
gmc,envoy,2009,white,gas,automatic,4.2,242000.0,makkah,14250
nissan,bus urvan,2010,white,gas,manual,2.7,201200.0,eastern,14500
chevrolet,cruze,2013,gray,gas,automatic,1.8,197000.0,eastern,14500
ford,fusion,2012,white,gas,automatic,2.5,219000.0,jizan,14500
mercedes,s,2006,white,gas,automatic,4.3,235115.0,riyadh,15000
chevrolet,suburban,2001,gray,gas,automatic,5.3,500000.0,riyadh,15000
mercedes,s,1995,gray,gas,automatic,3.0,200000.0,aseer,15000
gmc,suburban,2004,brown,gas,automatic,5.3,111878.0,eastern,15000
nissan,sunny,2007,gray,gas,manual,2.8,300020.0,aseer,15000
toyota,corolla,2009,blue,gas,automatic,1.6,480000.0,riyadh,15000
toyota,yaris,2015,gray,gas,automatic,1.5,185000.0,makkah,15000
hyundai,accent,2011,gray,gas,manual,1.5,230000.0,makkah,15000
ford,crown victoria,2005,gray,gas,automatic,4.6,270000.0,makkah,15000
toyota,cressida,1993,white,gas,manual,1.2,25000.0,makkah,15000
nissan,sunny,2011,white,gas,automatic,1.5,182000.0,eastern,15000
hyundai,accent,2012,white,gas,manual,1.6,228000.0,makkah,15000
toyota,previa,2009,gray,gas,automatic,1.7,400000.0,riyadh,15000
ford,crown victoria,2007,yellow,gas,automatic,4.6,480000.0,riyadh,15000
nissan,pathfinder,2006,blue,gas,automatic,4.0,325000.0,riyadh,15000
gmc,suburban,2001,brown,gas,automatic,5.3,300000.0,makkah,15000
nissan,sunny,2011,gray,gas,automatic,1.6,212000.0,riyadh,15000
ford,crown victoria,2008,white,gas,automatic,4.6,380000.0,makkah,15000
toyota,yaris,2011,white,gas,manual,1.5,330000.0,eastern,15000
toyota,camry,2004,white,gas,manual,2.5,400000.0,riyadh,15000
chevrolet,caprice,2009,white,gas,automatic,6.0,350000.0,al-baha,15000
chevrolet,trailblazer,2008,brown,gas,automatic,3.6,128000.0,riyadh,15000
nissan,pathfinder,2006,brown,gas,automatic,4.0,300000.0,riyadh,15000
hyundai,sonata,2007,white,gas,automatic,2.4,255559.0,madinah,15000
gmc,yukon,2003,yellow,gas,automatic,5.3,240000.0,riyadh,15000
ford,explorer,2006,red,gas,automatic,2.6,35000.0,aseer,15000
nissan,maxima,2004,gray,gas,automatic,3.0,230000.0,riyadh,15000
chevrolet,caprice,2009,blue,gas,manual,6.0,230945.0,tabouk,15000
ford,expedition,2003,brown,gas,automatic,8.0,246000.0,madinah,15000
kia,carnival,2009,white,gas,automatic,3.8,176000.0,makkah,15000
toyota,camry,2001,white,gas,automatic,9.0,150000.0,makkah,15000
toyota,corolla,2003,gray,gas,automatic,1.0,50000.0,riyadh,15000
gmc,suburban,1994,blue,gas,automatic,5.7,357624.0,madinah,15000
gmc,yukon,2001,white,gas,automatic,5.3,28000.0,aseer,15000
toyota,camry,2002,gray,gas,automatic,4.0,20000.0,qassim,15000
ford,crown victoria,2006,blue,gas,automatic,3.5,307000.0,qassim,15000
nissan,altima,2006,black,gas,automatic,2.5,247000.0,riyadh,15000
kia,sorento,2006,blue,gas,manual,3.5,257000.0,eastern,15000
mercedes,s,2003,white,gas,automatic,3.0,440000.0,tabouk,16000
hyundai,sonata,2013,white,gas,manual,2.4,490000.0,eastern,16000
hyundai,accent,2013,white,gas,automatic,1.4,85000.0,madinah,16000
chevrolet,suburban,2004,gray,gas,automatic,5.3,368000.0,riyadh,16000
toyota,camry,2000,white,gas,automatic,1.6,40000.0,eastern,16000
ford,explorer,2009,black,gas,automatic,4.0,211000.0,riyadh,16000
hyundai,sonata,2007,gray,gas,automatic,3.3,196000.0,eastern,16000
ford,edge,2007,black,gas,automatic,1.4,350000.0,makkah,16500
chevrolet,malibu,2010,blue,gas,automatic,3.6,26000.0,riyadh,17000
toyota,camry,2008,white,gas,manual,2.4,388000.0,al-baha,17000
nissan,patrol,1997,gray,gas,automatic,4.0,200000.0,qassim,17000
toyota,camry,2008,white,gas,automatic,1.7,280000.0,makkah,17000
toyota,camry,2001,yellow,gas,automatic,2.5,346900.0,eastern,17000
kia,cerato,2012,white,gas,automatic,1.6,312287.0,riyadh,17000
ford,crown victoria,2009,yellow,gas,automatic,4.6,300000.0,riyadh,17000
hyundai,azera,2008,black,gas,automatic,2.7,407767.0,eastern,17000
mercedes,ml,2002,green,gas,automatic,3.2,297846.0,riyadh,17000
chevrolet,caprice,2007,gray,gas,automatic,3.6,263000.0,riyadh,17000
chevrolet,malibu,2015,blue,gas,automatic,2.5,121000.0,riyadh,17000
ford,crown victoria,2008,blue,gas,automatic,9.0,115000.0,riyadh,17000
toyota,camry,2005,brown,gas,automatic,1.0,488000.0,riyadh,17000
chevrolet,lumina,2005,green,gas,automatic,1.6,92000.0,qassim,17500
hyundai,elantra,2012,gray,gas,automatic,1.8,222000.0,makkah,17500
toyota,innova,2006,black,gas,manual,2.5,498000.0,riyadh,18000
toyota,corolla,2010,green,gas,manual,1.5,318800.0,makkah,18000
gmc,suburban,2004,black,gas,automatic,5.3,452800.0,jizan,18000
chevrolet,cruze,2013,white,gas,automatic,1.8,120000.0,makkah,18000
chevrolet,cruze,2013,white,gas,automatic,1.8,120000.0,makkah,18000
chevrolet,trailblazer,2008,white,gas,automatic,3.6,220000.0,makkah,18000
nissan,datsun,2012,white,gas,manual,1.0,333000.0,makkah,18000
ford,fusion,2012,gray,gas,automatic,2.5,300000.0,eastern,18000
toyota,innova,2006,white,gas,manual,2.7,550000.0,riyadh,18000
ford,explorer,2006,gray,gas,automatic,3.5,405000.0,riyadh,18000
gmc,yukon,1995,green,gas,automatic,5.3,275000.0,eastern,18000
ford,crown victoria,2010,blue,gas,automatic,4.6,200000.0,riyadh,18000
ford,crown victoria,2007,blue,gas,automatic,4.6,260000.0,tabouk,18000
mercedes,ml,2000,gray,gas,automatic,3.3,111744.0,makkah,18000
toyota,corolla,2006,yellow,gas,manual,1.8,320000.0,eastern,18000
chevrolet,tahoe,2003,black,gas,automatic,5.3,45000.0,riyadh,18000
kia,rio,2014,gray,gas,automatic,1.4,196.0,eastern,18000
ford,crown victoria,2009,white,gas,automatic,4.6,338000.0,makkah,18000
toyota,land cruiser,1978,white,gas,manual,4.0,400000.0,riyadh,18000
nissan,datsun,1998,white,gas,manual,2.4,400000.0,makkah,18000
kia,picanto,2015,white,gas,automatic,1.0,85000.0,eastern,18000
kia,picanto,2015,white,gas,automatic,1.0,133000.0,madinah,18500
kia,picanto,2015,white,gas,automatic,1.0,136000.0,madinah,18500
nissan,sentra,2014,gray,gas,automatic,1.4,165000.0,riyadh,18500
kia,picanto,2015,gray,gas,automatic,1.0,142000.0,madinah,18500
gmc,suburban,2004,gray,gas,automatic,5.3,135000.0,aseer,18500
hyundai,sonata,2012,white,gas,automatic,2.4,487000.0,tabouk,19000
ford,taurus,2010,black,gas,automatic,3.5,406593.0,makkah,19000
nissan,sunny,2011,white,gas,automatic,1.4,108000.0,riyadh,19000
ford,crown victoria,2010,gray,gas,automatic,5.0,270000.0,riyadh,19000
mercedes,ml,2005,blue,gas,automatic,3.7,356000.0,makkah,19000
toyota,camry,2008,white,gas,manual,2.4,360000.0,makkah,19000
nissan,pathfinder,2009,white,gas,automatic,2.0,245000.0,eastern,19000
gmc,acadia,2008,gray,gas,automatic,3.6,229000.0,makkah,19000
ford,vego,2016,gray,gas,automatic,1.5,165200.0,eastern,19000
ford,edge,2007,white,gas,automatic,3.5,372400.0,eastern,19000
kia,rio,2013,blue,gas,automatic,1.6,300000.0,eastern,19000
nissan,pathfinder,2005,gray,gas,manual,3.5,302000.0,makkah,19000
ford,crown victoria,2006,green,gas,automatic,4.6,320000.0,makkah,19500
ford,fusion,2012,gray,gas,automatic,2.5,240000.0,makkah,19500
kia,carnival,2009,white,gas,automatic,3.5,126000.0,eastern,20000
chevrolet,aveo,2017,white,gas,automatic,1.5,118000.0,riyadh,20000
toyota,camry,2007,yellow,gas,manual,2.5,192000.0,riyadh,20000
nissan,sunny,2016,white,gas,automatic,1.5,211000.0,riyadh,20000
nissan,sunny,2014,red,gas,automatic,1.5,139740.0,riyadh,20000
gmc,suburban,2005,black,gas,automatic,5.3,260000.0,madinah,20000
hyundai,accent,2014,white,gas,manual,1.4,252000.0,makkah,20000
chevrolet,malibu,2016,black,gas,automatic,2.5,170.0,riyadh,20000
nissan,maxima,2011,black,gas,automatic,3.5,355000.0,makkah,20000
chevrolet,traverse,2011,gray,gas,automatic,3.6,100000.0,aseer,20000
toyota,hilux,2011,white,gas,manual,1.4,300000.0,tabouk,20000
kia,picanto,2017,red,gas,automatic,1.4,148000.0,makkah,20000
chevrolet,aveo,2017,gray,gas,automatic,1.6,118000.0,riyadh,20000
ford,explorer,2010,white,gas,automatic,6.6,190000.0,makkah,20000
toyota,land cruiser,1987,brown,gas,manual,1.0,388528.0,aseer,20000
chevrolet,suburban,1999,yellow,gas,automatic,5.3,70000.0,madinah,20000
nissan,sunny,2016,white,gas,automatic,1.5,200000.0,makkah,20000
kia,rio,2016,gray,gas,automatic,1.4,119000.0,eastern,20000
chevrolet,spark,2017,white,gas,automatic,1.4,108.0,eastern,20000
hyundai,accent,2014,white,gas,automatic,1.6,324000.0,makkah,20000
gmc,yukon,2006,yellow,gas,automatic,5.3,377000.0,riyadh,20000
ford,vego,2016,gray,gas,automatic,1.5,58478.0,eastern,20000
chevrolet,caprice,2010,white,gas,automatic,3.5,250000.0,eastern,20000
ford,crown victoria,2010,white,gas,automatic,5.8,500000.0,qassim,20000
nissan,maxima,2011,white,gas,automatic,3.5,34000.0,eastern,20000
kia,rio,2014,white,gas,automatic,1.4,203331.0,makkah,20000
mercedes,s,2005,gray,gas,automatic,5.0,350000.0,riyadh,20000
hyundai,accent,2015,gray,gas,automatic,1.2,150.0,riyadh,20000
toyota,innova,2008,yellow,gas,automatic,2.7,90000.0,eastern,20000
hyundai,elantra,2013,blue,gas,automatic,2.0,300000.0,aseer,20000
ford,ranger,2011,white,gas,manual,2.2,150000.0,riyadh,20000
gmc,yukon,2005,brown,gas,automatic,5.3,409000.0,riyadh,20000
toyota,camry,2010,green,gas,manual,2.4,390000.0,eastern,20000
ford,expedition,2006,gray,gas,automatic,5.4,155000.0,riyadh,20000
gmc,acadia,2008,yellow,gas,automatic,3.6,220000.0,riyadh,20000
chevrolet,malibu,2015,red,gas,automatic,2.5,218000.0,makkah,20000
toyota,land cruiser,1995,gray,gas,manual,4.6,300000.0,tabouk,20000
toyota,corolla,2012,white,gas,manual,1.6,185000.0,madinah,20000
chevrolet,malibu,2013,red,gas,automatic,2.4,233000.0,aseer,20000
toyota,yaris,2016,gray,gas,automatic,1.3,120000.0,riyadh,20000
toyota,camry,2008,gray,gas,manual,2.5,298000.0,riyadh,20000
ford,flex,2010,black,gas,automatic,3.5,248000.0,madinah,20000
gmc,acadia,2011,black,gas,automatic,3.6,253000.0,eastern,20000
nissan,sunny,2016,white,gas,automatic,1.5,146000.0,riyadh,20000
nissan,patrol,1998,white,gas,automatic,4.5,595000.0,makkah,20000
toyota,camry,2006,blue,gas,automatic,2.4,240000.0,riyadh,20000
toyota,camry,2010,white,gas,manual,2.0,550000.0,makkah,20000
ford,crown victoria,2007,yellow,gas,automatic,8.1,400000.0,eastern,20500
ford,focus,2014,black,gas,automatic,1.5,75000.0,riyadh,21000
chevrolet,spark,2017,white,gas,automatic,1.4,101000.0,riyadh,21000
kia,rio,2016,gray,gas,automatic,1.4,188000.0,eastern,21000
kia,cerato,2014,white,gas,automatic,1.6,155000.0,riyadh,21000
ford,explorer,2010,gray,gas,automatic,3.5,250000.0,makkah,21000
ford,crown victoria,2009,blue,gas,automatic,4.0,377000.0,eastern,21000
kia,rio,2016,white,gas,automatic,1.4,237000.0,eastern,21000
kia,rio,2015,white,gas,automatic,1.6,182000.0,riyadh,21000
nissan,vtc,1998,white,gas,manual,4.0,415000.0,eastern,21000
toyota,corolla,2012,gray,gas,automatic,1.6,254000.0,eastern,21000
hyundai,elantra,2012,white,gas,automatic,2.0,289000.0,aseer,21000
toyota,corolla,2013,white,gas,automatic,1.6,190000.0,makkah,21000
hyundai,santa fe,2009,gray,gas,automatic,2.7,260000.0,riyadh,21000
chevrolet,malibu,2013,yellow,gas,automatic,2.5,220000.0,makkah,21000
mercedes,cls,2007,gray,gas,automatic,6.3,340000.0,eastern,21000
hyundai,sonata,2011,white,gas,automatic,2.0,336000.0,riyadh,21000
hyundai,accent,2014,black,gas,automatic,1.4,101231.0,riyadh,21500
nissan,sunny,2017,white,gas,automatic,1.5,106475.0,riyadh,21500
nissan,sunny,2017,white,gas,automatic,1.5,109763.0,riyadh,21500
ford,crown victoria,2011,brown,gas,automatic,4.6,300000.0,riyadh,22000
gmc,safari,2005,white,gas,automatic,5.3,84000.0,eastern,22000
hyundai,accent,2016,white,gas,automatic,1.4,111.0,riyadh,22000
ford,crown victoria,2009,black,gas,automatic,4.6,140000.0,riyadh,22000
gmc,yukon,2008,black,gas,automatic,1.6,250000.0,riyadh,22000
hyundai,accent,2015,white,gas,automatic,1.4,500000.0,makkah,22000
nissan,maxima,2010,black,gas,automatic,3.0,280000.0,riyadh,22000
chevrolet,aveo,2016,white,gas,automatic,1.6,56000.0,riyadh,22000
chevrolet,malibu,2013,gray,gas,automatic,2.5,168000.0,makkah,22000
gmc,yukon,2010,white,gas,automatic,5.3,360000.0,jizan,22000
lexus,is,2008,brown,gas,automatic,2.0,400000.0,riyadh,22000
kia,rio,2015,red,gas,automatic,1.6,150.0,riyadh,22000
ford,expedition,2008,black,gas,automatic,1.8,299000.0,eastern,22000
toyota,corolla,2012,gray,gas,automatic,1.6,254000.0,eastern,22000
ford,crown victoria,2006,white,gas,automatic,4.6,234000.0,makkah,22000
ford,crown victoria,2009,gray,gas,automatic,4.6,260000.0,riyadh,22000
toyota,camry,2010,gray,gas,automatic,2.5,400000.0,riyadh,22000
toyota,camry,2007,red,gas,automatic,1.1,100000.0,northern borders,22000
kia,sorento,2010,black,gas,automatic,3.3,213000.0,makkah,22000
toyota,camry,2014,white,gas,automatic,2.5,542966.0,riyadh,22000
nissan,sentra,2014,gray,gas,automatic,1.4,191000.0,madinah,22000
ford,crown victoria,2008,brown,gas,automatic,1.3,278000.0,aseer,22000
kia,rio,2014,gray,gas,automatic,1.6,141000.0,makkah,22000
gmc,acadia,2011,black,gas,automatic,3.6,187000.0,eastern,22000
toyota,camry,2005,blue,gas,manual,1.6,360000.0,najran,22000
nissan,altima,2011,gray,gas,automatic,2.5,18500.0,aseer,22000
nissan,sunny,2017,white,gas,automatic,1.5,106646.0,riyadh,22500
kia,picanto,2017,white,gas,automatic,1.0,141000.0,madinah,22500
hyundai,accent,2016,white,gas,automatic,1.4,115.0,riyadh,22500
nissan,pathfinder,2010,white,gas,automatic,3.5,400000.0,hail,22500
kia,picanto,2017,red,gas,automatic,1.0,158000.0,madinah,22500
ford,focus,2014,blue,gas,automatic,1.6,98000.0,eastern,23000
hyundai,accent,2017,white,gas,automatic,1.4,117000.0,makkah,23000
toyota,camry,2004,yellow,gas,automatic,3.5,322000.0,riyadh,23000
toyota,yaris,2014,white,gas,automatic,1.4,201000.0,riyadh,23000
chevrolet,traverse,2011,white,gas,automatic,3.6,320000.0,riyadh,23000
gmc,yukon,2005,gray,gas,automatic,6.0,195000.0,makkah,23000
ford,taurus,2010,gray,gas,automatic,3.5,318000.0,riyadh,23000
ford,crown victoria,2011,black,gas,automatic,4.6,342000.0,najran,23000
kia,rio,2016,white,gas,automatic,1.4,154000.0,eastern,23000
nissan,sunny,2016,white,gas,automatic,1.5,156103.0,qassim,23000
ford,taurus,2010,black,gas,automatic,3.0,360000.0,riyadh,23000
toyota,yaris,2016,gray,gas,manual,1.5,134000.0,eastern,23000
nissan,sunny,2018,brown,gas,automatic,1.5,106.0,makkah,23000
hyundai,elantra,2013,brown,gas,automatic,2.0,189000.0,aseer,23000
hyundai,accent,2017,white,gas,automatic,1.4,204000.0,riyadh,23000
hyundai,sonata,2011,black,gas,automatic,2.4,29000.0,riyadh,23000
nissan,sunny,2016,white,gas,automatic,1.5,158000.0,qassim,23000
toyota,camry,2009,white,gas,automatic,2.4,520000.0,makkah,23000
nissan,sunny,2018,gray,gas,automatic,1.5,105000.0,riyadh,23000
hyundai,accent,2016,white,gas,automatic,1.6,214000.0,riyadh,23500
toyota,corolla,2014,white,gas,manual,2.0,276.0,riyadh,23900
nissan,sunny,2018,white,gas,automatic,1.5,108708.0,riyadh,24000
nissan,sunny,2018,gray,gas,automatic,1.5,124758.0,riyadh,24000
chevrolet,cruze,2014,gray,gas,automatic,1.8,135020.0,riyadh,24000
kia,rio,2014,white,gas,automatic,1.4,78000.0,eastern,24000
hyundai,accent,2016,white,gas,automatic,1.6,147000.0,eastern,24000
lexus,es,2007,black,gas,automatic,6.1,240000.0,eastern,24000
ford,ranger,2011,white,gas,manual,2.5,168000.0,riyadh,24000
hyundai,accent,2017,white,gas,automatic,1.4,138000.0,makkah,24000
nissan,sunny,2018,gray,gas,automatic,1.5,88000.0,makkah,24000
nissan,datsun,2014,white,gas,manual,2.4,282.0,riyadh,24000
hyundai,accent,2016,gray,gas,automatic,1.4,151000.0,eastern,24000
hyundai,accent,2015,white,gas,automatic,1.4,176000.0,eastern,24000
hyundai,accent,2015,white,gas,automatic,1.4,105000.0,eastern,24000
chevrolet,traverse,2011,brown,gas,automatic,3.6,138000.0,eastern,24000
kia,cerato,2014,red,gas,automatic,1.6,223.0,tabouk,24000
hyundai,accent,2017,gray,gas,automatic,1.4,174000.0,makkah,24000
hyundai,azera,2012,white,gas,automatic,3.0,380000.0,aseer,24000
toyota,camry,2009,white,gas,automatic,1.6,300000.0,aseer,24000
toyota,yaris,2014,red,gas,automatic,1.5,375000.0,riyadh,24000
hyundai,sonata,2012,white,gas,automatic,2.4,271800.0,eastern,24000
kia,cerato,2014,gray,gas,automatic,1.6,160000.0,eastern,24000
hyundai,accent,2017,white,gas,automatic,1.4,156000.0,riyadh,24000
hyundai,accent,2017,white,gas,automatic,1.4,158000.0,riyadh,24000
ford,flex,2012,black,gas,automatic,6.0,255000.0,riyadh,24000
nissan,sunny,2017,white,gas,automatic,1.5,58000.0,madinah,24500
nissan,sunny,2017,black,gas,automatic,1.5,158218.0,riyadh,24500
nissan,sunny,2017,gray,gas,automatic,1.5,152973.0,riyadh,24500
nissan,sunny,2018,white,gas,automatic,1.5,106000.0,makkah,24500
hyundai,accent,2017,white,gas,automatic,1.4,183000.0,eastern,24500
ford,expedition,2009,gray,gas,automatic,5.4,318500.0,riyadh,24500
toyota,yaris,2015,white,gas,automatic,1.4,193000.0,eastern,25000
chevrolet,spark,2019,gray,gas,automatic,1.4,63744.0,riyadh,25000
nissan,sunny,2018,gray,gas,automatic,1.5,105499.0,riyadh,25000
chevrolet,spark,2019,white,gas,automatic,1.4,96342.0,riyadh,25000
kia,rio,2016,red,gas,automatic,1.4,157000.0,riyadh,25000
ford,flex,2012,gray,gas,automatic,3.5,282000.0,eastern,25000
kia,optima,2015,white,gas,manual,2.4,104000.0,riyadh,25000
nissan,sunny,2016,white,gas,automatic,1.5,130000.0,eastern,25000
hyundai,veloster,2013,yellow,gas,automatic,2.0,248000.0,riyadh,25000
nissan,armada,2006,gray,gas,automatic,5.6,266000.0,makkah,25000
ford,crown victoria,2011,gray,gas,automatic,4.6,129000.0,eastern,25000
gmc,suburban,2005,white,gas,automatic,5.3,420000.0,eastern,25000
toyota,yaris,2016,white,gas,automatic,1.4,128000.0,eastern,25000
lexus,es,2007,white,gas,automatic,3.5,250000.0,aseer,25000
nissan,bus urvan,2009,white,gas,manual,2.5,173000.0,eastern,25000
kia,rio,2016,white,gas,automatic,1.4,270000.0,riyadh,25000
kia,rio,2016,gray,gas,automatic,1.4,270000.0,riyadh,25000
toyota,hilux,2005,white,diesel,manual,2.8,533000.0,riyadh,25000
ford,expedition,2007,yellow,gas,automatic,3.5,241271.0,tabouk,25000
kia,cerato,2014,gray,gas,automatic,1.6,175000.0,eastern,25000
toyota,corolla,2014,white,gas,automatic,1.6,275000.0,makkah,25000
mercedes,e,2008,blue,gas,automatic,3.5,243000.0,eastern,25000
ford,eco-sport,2016,black,gas,automatic,1.5,217000.0,riyadh,25000
ford,taurus,2010,gray,gas,automatic,4.4,10000.0,aseer,25000
toyota,corolla,2013,white,gas,automatic,1.6,233000.0,eastern,25000
kia,cerato,2015,gray,gas,automatic,1.6,141000.0,eastern,25000
hyundai,elantra,2014,white,gas,automatic,1.6,410000.0,riyadh,25000
nissan,sunny,2018,white,gas,automatic,1.5,92904.0,riyadh,25000
hyundai,tucson,2011,white,gas,automatic,2.0,190000.0,makkah,25000
toyota,camry,2009,white,gas,manual,2.5,374000.0,eastern,25000
toyota,yaris,2016,gray,gas,automatic,1.5,223000.0,eastern,25000
ford,taurus,2012,brown,gas,automatic,3.5,237000.0,riyadh,25000
ford,expedition,2007,black,gas,automatic,5.4,250000.0,riyadh,25000
toyota,yaris,2015,white,gas,automatic,1.3,200000.0,makkah,25000
hyundai,accent,2016,white,gas,automatic,1.4,151000.0,makkah,25000
chevrolet,cruze,2016,white,gas,automatic,1.8,154000.0,riyadh,25000
ford,crown victoria,2011,black,gas,automatic,4.6,150000.0,makkah,25000
kia,cerato,2014,white,gas,automatic,1.6,187.0,riyadh,25000
ford,taurus,2010,gray,gas,automatic,3.5,337000.0,riyadh,25000
hyundai,accent,2016,white,gas,automatic,1.4,178000.0,eastern,25000
hyundai,veloster,2013,white,gas,automatic,2.0,149675.0,makkah,25000
chevrolet,cruze,2016,gray,gas,automatic,1.6,136000.0,makkah,25000
toyota,corolla,2011,white,gas,automatic,1.4,283971.0,makkah,25000
ford,crown victoria,2011,brown,gas,automatic,8.0,400000.0,makkah,25000
toyota,camry,2009,white,gas,manual,2.5,350000.0,makkah,25000
toyota,camry,2001,white,gas,manual,4.0,350000.0,makkah,25000
chevrolet,caprice,2008,white,gas,automatic,3.5,255000.0,eastern,25000
gmc,suburban,2005,gray,gas,automatic,5.3,400000.0,riyadh,25000
nissan,sentra,2015,white,gas,automatic,1.5,17100.0,makkah,25000
ford,crown victoria,2011,blue,gas,automatic,4.6,312338.0,riyadh,25000
hyundai,sonata,2011,gray,gas,automatic,2.4,186000.0,makkah,25000
kia,rio,2016,red,gas,automatic,1.6,80000.0,makkah,25000
nissan,armada,2009,white,gas,automatic,3.2,275475.0,riyadh,25000
toyota,camry,2007,white,gas,automatic,2.5,420000.0,madinah,25000
lexus,es,2007,gray,gas,automatic,3.5,196000.0,makkah,25000
nissan,patrol,2004,white,gas,manual,4.8,350000.0,eastern,25000
hyundai,accent,2017,white,gas,automatic,1.4,133000.0,riyadh,25000
hyundai,elantra,2015,blue,gas,automatic,2.0,300.0,riyadh,25000
toyota,innova,2007,gray,gas,automatic,2.7,199800.0,makkah,25000
toyota,camry,2009,white,gas,automatic,2.5,350000.0,makkah,25000
ford,explorer,2010,green,gas,automatic,6.0,165000.0,eastern,25000
ford,edge,2010,blue,gas,automatic,3.5,187200.0,eastern,25000
hyundai,accent,2015,white,gas,automatic,1.4,105000.0,riyadh,25000
kia,cerato,2015,white,gas,automatic,1.6,120000.0,northern borders,25000
toyota,rav4,2011,white,gas,manual,1.4,135000.0,riyadh,25000
kia,cadenza,2012,black,gas,automatic,3.6,147000.0,riyadh,25000
nissan,sunny,2018,white,gas,automatic,1.5,90418.0,riyadh,25500
ford,expedition,2012,white,gas,automatic,2.1,215000.0,riyadh,25500
hyundai,accent,2015,gray,gas,automatic,1.4,181802.0,eastern,25500
kia,rio,2017,white,gas,automatic,1.4,131000.0,riyadh,25500
nissan,sunny,2018,gray,gas,automatic,1.5,106036.0,riyadh,25900
nissan,sunny,2019,gray,gas,automatic,1.5,104688.0,riyadh,26000
nissan,sunny,2019,gray,gas,automatic,1.5,86754.0,riyadh,26000
nissan,sunny,2019,gray,gas,automatic,1.5,105509.0,riyadh,26000
nissan,sunny,2019,gray,gas,automatic,1.5,96341.0,riyadh,26000
nissan,sunny,2019,white,gas,automatic,1.5,87775.0,riyadh,26000
nissan,sunny,2019,white,gas,automatic,1.5,89136.0,riyadh,26000
kia,rio,2017,white,gas,automatic,1.4,170000.0,makkah,26000
ford,fusion,2015,gray,gas,automatic,2.5,400000.0,riyadh,26000
ford,crown victoria,2010,blue,gas,automatic,3.5,280000.0,riyadh,26000
hyundai,h1,2013,white,gas,automatic,2.4,318000.0,riyadh,26000
hyundai,accent,2017,gray,gas,automatic,1.4,168000.0,eastern,26000
toyota,yaris,2016,white,gas,automatic,1.5,133300.0,eastern,26000
kia,rio,2017,black,gas,automatic,1.4,147000.0,makkah,26000
toyota,yaris,2016,white,gas,automatic,1.5,190000.0,eastern,26000
chevrolet,spark,2019,white,gas,automatic,1.4,90000.0,riyadh,26000
ford,vego,2017,white,gas,automatic,1.4,93000.0,riyadh,26000
nissan,sunny,2018,white,gas,automatic,1.5,99000.0,eastern,26000
toyota,yaris,2017,white,gas,automatic,1.5,250000.0,aseer,26000
hyundai,accent,2016,white,gas,automatic,1.4,98000.0,eastern,26000
chevrolet,spark,2019,white,gas,automatic,1.4,58000.0,riyadh,26000
ford,crown victoria,2011,gray,gas,automatic,4.0,327000.0,madinah,26000
